"ID","Class","Sex","Age","State","Spawnsite","AdultOrDead","X_Coord","Y_Coord","Strategy"
2227,"subadult","F",630,"Feeding",5,5146,29.87794068,44.25393245,"W"
2228,"subadult","M",637,"Feeding",21,4441,29.46873193,44.11284717,"S"
2229,"subadult","F",589,"Feeding",9,5133,30.05033505,45.26939561,"W"
2230,"subadult","M",607,"Feeding",3,3969,29.88447997,45.24602125,"W"
2231,"subadult","F",594,"Feeding",23,4980,30.20387881,44.37796373,"S"
2232,"subadult","F",630,"Feeding",14,5147,28.77105066,44.39084097,"S"
2233,"subadult","M",614,"Feeding",9,4039,30.15955057,44.66842957,"W"
2234,"subadult","M",630,"Feeding",7,4387,29.83688402,44.60444835,"W"
2235,"subadult","F",607,"Feeding",11,4796,29.6811415,44.79658453,"S"
2236,"subadult","M",638,"Feeding",1,4016,29.88438004,45.28497693,"W"
2237,"subadult","M",612,"Feeding",6,4055,29.88193344,45.14844446,"W"
2238,"subadult","M",615,"Feeding",2,4264,29.34289107,44.14969077,"W"
2239,"subadult","M",592,"Feeding",6,4448,29.98570247,45.25281416,"W"
2240,"subadult","F",635,"Feeding",11,5284,30.24266003,45.12490658,"S"
2241,"subadult","F",592,"Feeding",2,5088,30.13681407,44.78420434,"W"
2242,"subadult","M",606,"Feeding",15,4345,30.20365577,44.66191397,"S"
2243,"subadult","F",592,"Feeding",6,5166,30.4242388,44.55805891,"W"
2244,"subadult","M",600,"Feeding",20,3830,29.40888656,44.31012615,"S"
2245,"subadult","F",580,"Feeding",2,4950,29.32692002,44.68535271,"W"
2246,"subadult","F",582,"Feeding",12,4993,30.36953403,45.05854086,"S"
2247,"subadult","F",583,"Feeding",7,4937,29.90253209,45.0776779,"W"
2248,"subadult","M",593,"Feeding",4,4256,29.83291304,44.9614671,"W"
2249,"subadult","M",606,"Feeding",22,4187,30.222269,44.39254962,"S"
2250,"subadult","M",590,"Feeding",6,4057,30.03934138,44.28745811,"W"
2251,"subadult","F",579,"Feeding",4,5130,30.37863958,45.08028791,"W"
2252,"subadult","F",586,"Feeding",7,5306,30.34884436,44.35512207,"W"
2253,"subadult","M",614,"Feeding",3,4274,29.80522408,44.93004831,"W"
2254,"subadult","F",586,"Feeding",7,4947,29.25096953,44.37866065,"W"
2255,"subadult","M",634,"Feeding",20,4279,30.62635498,44.72086948,"S"
2256,"subadult","M",585,"Feeding",23,4233,29.44078253,44.5602273,"S"
2257,"subadult","M",598,"Feeding",21,4078,29.65882041,44.45656164,"S"
2258,"subadult","M",587,"Feeding",11,4386,29.95450606,44.68071448,"S"
2259,"subadult","M",625,"Feeding",8,4007,29.63256043,44.32363303,"W"
2260,"subadult","M",617,"Feeding",11,3820,30.14138891,44.2801972,"S"
2261,"subadult","M",598,"Feeding",7,4244,30.46101166,44.52412605,"W"
2262,"subadult","F",593,"Feeding",5,5200,30.5444233,45.15569282,"W"
2263,"subadult","M",611,"Feeding",22,4020,29.40108198,44.7908819,"S"
2264,"subadult","M",601,"Feeding",23,3912,30.06352788,45.31150729,"S"
2265,"subadult","F",580,"Feeding",14,5292,29.9001334,45.24970198,"S"
2266,"subadult","M",631,"Feeding",21,4093,30.42200388,44.93052558,"S"
2267,"subadult","M",630,"Feeding",3,4195,28.94012736,44.52964597,"W"
2268,"subadult","F",598,"Feeding",10,4978,29.11309088,44.41930077,"W"
2269,"subadult","F",625,"Feeding",10,4851,30.24141734,45.09504555,"W"
2270,"subadult","F",614,"Feeding",7,5039,30.57536553,45.05350783,"W"
2271,"subadult","M",618,"Feeding",3,4178,29.40601156,44.28776592,"W"
2272,"subadult","F",591,"Feeding",7,5255,30.55059694,44.73385047,"W"
2273,"subadult","M",601,"Feeding",14,4218,30.43733751,44.98076999,"S"
2274,"subadult","M",586,"Feeding",10,4550,30.11143348,44.59745867,"W"
2275,"subadult","F",632,"Feeding",3,5150,29.23857198,44.53483947,"W"
2276,"subadult","F",580,"Feeding",11,5171,29.9058671,44.70221714,"S"
2277,"subadult","F",595,"Feeding",3,5030,29.31080851,44.39738574,"W"
2278,"subadult","F",585,"Feeding",4,5019,29.44825716,44.13464741,"W"
2279,"subadult","M",602,"Feeding",5,4321,29.01855297,44.63247745,"W"
2280,"subadult","M",604,"Feeding",2,4048,30.20014049,44.59128409,"W"
2281,"subadult","F",595,"Feeding",14,5065,30.35264722,44.65597129,"S"
2282,"subadult","M",607,"Feeding",7,4159,30.46101166,44.52412605,"W"
2283,"subadult","F",597,"Feeding",7,4852,29.52607664,44.45933245,"W"
2284,"subadult","M",593,"Feeding",20,3920,28.77339356,44.355265,"S"
2285,"subadult","M",620,"Feeding",16,4437,30.26075086,44.3870951,"S"
2286,"subadult","M",601,"Feeding",16,4089,30.41482168,45.32933496,"S"
2287,"subadult","M",589,"Feeding",13,4414,29.88172261,45.39300356,"S"
2288,"subadult","M",590,"Feeding",19,4363,29.79667633,44.14530318,"S"
2289,"subadult","M",602,"Feeding",6,4473,30.28049445,45.32032079,"W"
2290,"subadult","M",590,"Feeding",22,4405,30.3405539,44.87438481,"S"
2291,"subadult","F",639,"Feeding",21,5139,30.18443866,44.92468642,"S"
2292,"subadult","M",608,"Feeding",1,4365,30.6251057,44.80335845,"W"
2293,"subadult","F",588,"Feeding",12,5003,29.73119487,44.79132303,"S"
2294,"subadult","M",615,"Feeding",13,3977,29.48228785,44.42449007,"S"
2295,"subadult","M",610,"Feeding",7,4709,29.1529988,44.41157345,"W"
2296,"subadult","M",599,"Feeding",22,4248,30.02836738,44.5975146,"S"
2297,"subadult","M",597,"Feeding",18,4023,29.70534616,44.27218568,"S"
2298,"subadult","F",636,"Feeding",8,4971,29.88015985,45.22015014,"W"
2299,"subadult","F",628,"Feeding",2,5051,29.05224119,44.32703302,"W"
2300,"subadult","F",619,"Feeding",15,5249,28.82387015,44.33741557,"S"
2301,"subadult","F",639,"Feeding",3,4972,29.30619914,44.24581492,"W"
2302,"subadult","F",586,"Feeding",15,5124,29.51327722,44.70760266,"S"
2303,"subadult","F",584,"Feeding",1,5150,29.6498845,44.2552514,"W"
2304,"subadult","F",634,"Feeding",20,5015,29.36820003,44.5363552,"S"
2305,"subadult","M",627,"Feeding",4,4135,29.12480637,44.64798833,"W"
2306,"subadult","F",582,"Feeding",5,4769,29.35018371,44.64212639,"W"
2307,"subadult","F",617,"Feeding",4,4996,29.50073809,44.29887661,"W"
2308,"subadult","M",598,"Feeding",5,4540,30.04948152,44.1745708,"W"
2309,"subadult","M",584,"Feeding",17,4014,29.78592509,45.07337236,"S"
2310,"subadult","F",612,"Feeding",19,5014,30.09071367,44.37892772,"S"
2311,"subadult","M",617,"Feeding",13,3939,30.29770263,45.47895268,"S"
2312,"subadult","M",603,"Feeding",19,4135,30.04602879,45.32344204,"S"
2313,"subadult","F",599,"Feeding",16,5114,29.14522467,44.72834773,"S"
2314,"subadult","F",608,"Feeding",8,5008,30.32256113,44.70976532,"W"
2315,"subadult","F",590,"Feeding",6,5058,29.53698014,44.28414456,"W"
2316,"subadult","F",591,"Feeding",14,5132,29.8289553,45.05256091,"S"
2317,"subadult","M",584,"Feeding",20,4041,29.90108672,45.11625993,"S"
2318,"subadult","F",618,"Feeding",14,5217,29.77931768,44.55175765,"S"
2319,"subadult","F",605,"Feeding",15,5076,30.19304938,44.34204448,"S"
2320,"subadult","M",636,"Feeding",18,4146,30.04107125,44.14074865,"S"
2321,"subadult","M",618,"Feeding",22,4404,30.25461837,44.4468586,"S"
2322,"subadult","F",599,"Feeding",5,5139,29.4849341,44.65424789,"W"
2323,"subadult","M",605,"Feeding",12,4105,30.05782225,45.29698556,"S"
