OID_,title,SymbolID,ORIG_FID,X,Y
114,Danube_proper,Override 1,1,23.85911191,43.75499456
115,Danube_proper,Override 1,1,23.82204991,43.77025791
116,Danube_proper,Override 1,1,23.80216072,43.77578139
117,Danube_proper,Override 1,1,23.77106227,43.78164396
118,Danube_proper,Override 1,1,23.74825156,43.8006389
119,Danube_proper,Override 1,1,23.73156635,43.80527028
120,Danube_proper,Override 1,1,23.69284639,43.80613026
121,Danube_proper,Override 1,1,23.66218567,43.79911906
122,Danube_proper,Override 1,1,23.62616326,43.79088075
123,Danube_proper,Override 1,1,23.60092435,43.79450589
124,Danube_proper,Override 1,1,23.58361762,43.80317813
125,Danube_proper,Override 1,1,23.55770185,43.80689972
126,Danube_proper,Override 1,1,23.53354561,43.81599282
127,Danube_proper,Override 1,1,23.50028664,43.82851018
128,Danube_proper,Override 1,1,23.47455478,43.83819284
129,Danube_proper,Override 1,1,23.43046296,43.85122207
130,Danube_proper,Override 1,1,23.39199735,43.85035753
131,Danube_proper,Override 1,1,23.33021271,43.85004603
132,Danube_proper,Override 1,1,23.26285941,43.84517265
133,Danube_proper,Override 1,1,23.22718219,43.83602336
134,Danube_proper,Override 1,1,23.18255571,43.82258305
135,Danube_proper,Override 1,1,23.13786332,43.81111729
136,Danube_proper,Override 1,1,23.11279219,43.80226726
137,Danube_proper,Override 1,1,23.06413473,43.79615092
138,Danube_proper,Override 1,1,23.02936516,43.80114449
139,Danube_proper,Override 1,1,23.01194275,43.80566449
140,Danube_proper,Override 1,1,22.96624887,43.8098144
141,Danube_proper,Override 1,1,22.93451798,43.82425251
142,Danube_proper,Override 1,1,22.90703377,43.82584699
143,Danube_proper,Override 1,1,22.87650854,43.83431614
144,Danube_proper,Override 1,1,22.85311727,43.84685382
145,Danube_proper,Override 1,1,22.84114945,43.87096364
146,Danube_proper,Override 1,1,22.8409234,43.88970012
147,Danube_proper,Override 1,1,22.85462968,43.91671008
148,Danube_proper,Override 1,1,22.86190194,43.93103601
149,Danube_proper,Override 1,1,22.86792862,43.94763993
150,Danube_proper,Override 1,1,22.87647506,43.97117797
151,Danube_proper,Override 1,1,22.88085422,43.98323517
152,Danube_proper,Override 1,1,22.89377813,43.99378956
153,Danube_proper,Override 1,1,22.94438105,44.0033265
154,Danube_proper,Override 1,1,22.96900138,44.00962272
155,Danube_proper,Override 1,1,23.00401754,44.02013581
156,Danube_proper,Override 1,1,23.02314941,44.02686474
157,Danube_proper,Override 1,1,23.0357134,44.0408017
158,Danube_proper,Override 1,1,23.04489937,44.05885915
159,Danube_proper,Override 1,1,23.04182611,44.07402824
160,Danube_proper,Override 1,1,23.02653369,44.08670077
161,Danube_proper,Override 1,1,23.01563122,44.09320932
162,Danube_proper,Override 1,1,22.99519738,44.09612942
163,Danube_proper,Override 1,1,22.94455418,44.099054
164,Danube_proper,Override 1,1,22.92153353,44.10234344
165,Danube_proper,Override 1,1,22.89238822,44.11554007
166,Danube_proper,Override 1,1,22.8702623,44.13386163
167,Danube_proper,Override 1,1,22.83783192,44.14534726
168,Danube_proper,Override 1,1,22.81121239,44.15531058
169,Danube_proper,Override 1,1,22.78195808,44.16854468
170,Danube_proper,Override 1,1,22.76287186,44.1879091
171,Danube_proper,Override 1,1,22.73999905,44.20009603
172,Danube_proper,Override 1,1,22.71200693,44.20262145
173,Danube_proper,Override 1,1,22.69031568,44.2057155
174,Danube_proper,Override 1,1,22.67495008,44.21390031
