OID_,title,SymbolID,ORIG_FID,X,Y
116,Line,Override 1,1,28.75310061,45.27664148
117,Line,Override 1,1,28.75967604,45.2682531
118,Line,Override 1,1,28.76769387,45.26251282
119,Line,Override 1,1,28.77370338,45.25989938
120,Line,Override 1,1,28.7826471,45.25898189
121,Line,Override 1,1,28.78999506,45.25372036
122,Line,Override 1,1,28.79271151,45.24907057
123,Line,Override 1,1,28.79275439,45.24244607
124,Line,Override 1,1,28.78736898,45.23874223
125,Line,Override 1,1,28.77793584,45.23745001
126,Line,Override 1,1,28.76211835,45.23580353
127,Line,Override 1,1,28.7482376,45.23308827
128,Line,Override 1,1,28.74243332,45.23296053
129,Line,Override 1,1,28.73668426,45.22989759
