OID_,title,SymbolID,ORIG_FID,X,Y
116,Line,Override 1,1,29.08372776,45.09447892
117,Line,Override 1,1,29.07698243,45.09921086
118,Line,Override 1,1,29.07181557,45.10378139
119,Line,Override 1,1,29.06595949,45.10979568
120,Line,Override 1,1,29.06177889,45.11382117
121,Line,Override 1,1,29.05623522,45.11653661
122,Line,Override 1,1,29.05194883,45.11801824
123,Line,Override 1,1,29.04144891,45.11960067
124,Line,Override 1,1,29.0290309,45.12192037
125,Line,Override 1,1,29.01476062,45.12458595
126,Line,Override 1,1,29.00881863,45.1259376
127,Line,Override 1,1,29.00149989,45.12730461
128,Line,Override 1,1,28.99672935,45.12747151
129,Line,Override 1,1,28.99403211,45.12778803
130,Line,Override 1,1,28.99049718,45.12874249
131,Line,Override 1,1,28.98499494,45.13260009
132,Line,Override 1,1,28.98045473,45.1354457
133,Line,Override 1,1,28.97158754,45.13948721
134,Line,Override 1,1,28.95776767,45.14426212
135,Line,Override 1,1,28.94965157,45.14610768
136,Line,Override 1,1,28.94366318,45.14772406
137,Line,Override 1,1,28.93419155,45.15144574
138,Line,Override 1,1,28.92544731,45.15307827
139,Line,Override 1,1,28.92037589,45.15367314
140,Line,Override 1,1,28.91672286,45.1531893
141,Line,Override 1,1,28.91372772,45.1527926
142,Line,Override 1,1,28.91219855,45.15339342
143,Line,Override 1,1,28.90988521,45.15514946
144,Line,Override 1,1,28.90843699,45.15695367
145,Line,Override 1,1,28.90314172,45.16612494
146,Line,Override 1,1,28.90039514,45.17338631
147,Line,Override 1,1,28.89958466,45.17761397
148,Line,Override 1,1,28.89437629,45.18368539
149,Line,Override 1,1,28.88688597,45.18779807
