Date,Water_level,Water_temp
19/02/2022,151,4
20/02/2022,157,4.2
21/02/2022,161,4.8
22/02/2022,166,5
23/02/2022,164,5.4
24/02/2022,162,5.6
25/02/2022,165,5.7
26/02/2022,172,5.8
27/02/2022,181,5.7
28/02/2022,196,6
01/03/2022,215,5.5
02/03/2022,222,5
03/03/2022,223,5
04/03/2022,222,5
05/03/2022,221,5
06/03/2022,217,5
07/03/2022,215,5
08/03/2022,208,5
09/03/2022,203,5
10/03/2022,200,5
11/03/2022,194,4.8
12/03/2022,185,4.2
13/03/2022,178,4
14/03/2022,170,3.9
15/03/2022,160,4.3
16/03/2022,152,4.8
17/03/2022,151,4.7
18/03/2022,143,5
19/03/2022,139,5.1
20/03/2022,135,5.1
21/03/2022,133,5
22/03/2022,128,5.5
23/03/2022,125,6
24/03/2022,122,6
25/03/2022,117,7
26/03/2022,114,7
27/03/2022,115,7.5
28/03/2022,112,7.5
29/03/2022,115,7.5
30/03/2022,116,7.7
31/03/2022,116,8
01/04/2022,118,9
02/04/2022,120,9.5
03/04/2022,115,9.5
04/04/2022,111,11.7
05/04/2022,111,11.7
06/04/2022,114,11.5
07/04/2022,123,11.5
08/04/2022,137,11.5
09/04/2022,150,11.7
10/04/2022,163,12.1
11/04/2022,171,11.5
12/04/2022,180,11
13/04/2022,189,11
14/04/2022,197,11
15/04/2022,206,12
16/04/2022,217,12.5
17/04/2022,221,12.5
18/04/2022,230,12.5
19/04/2022,235,12
20/04/2022,235,12
21/04/2022,235,12
22/04/2022,235,12
23/04/2022,239,12
24/04/2022,239,12.3
25/04/2022,236,12.7
26/04/2022,233,13.5
27/04/2022,226,14.3
28/04/2022,220,15
29/04/2022,212,15.1
30/04/2022,208,15.1
01/05/2022,207,15.2
02/05/2022,206,15.5
03/05/2022,207,15.5
04/05/2022,208,15.5
05/05/2022,206,15.5
06/05/2022,204,16
07/05/2022,206,16
08/05/2022,213,16
09/05/2022,218,16.5
10/05/2022,218,16.5
11/05/2022,218,16.5
12/05/2022,213,17
13/05/2022,206,17
14/05/2022,200,17
15/05/2022,193,17.5
16/05/2022,188,19.7
17/05/2022,185,20
18/05/2022,181,20
19/05/2022,175,20
20/05/2022,173,19.7
21/05/2022,173,19.7
22/05/2022,170,20
23/05/2022,170,20
24/05/2022,168,20
25/05/2022,168,20
26/05/2022,170,20.5
27/05/2022,167,21
28/05/2022,169,21.5
29/05/2022,167,22
30/05/2022,168,22
31/05/2022,167,22
01/06/2022,163,22.5
02/06/2022,162,23
03/06/2022,160,23
04/06/2022,158,23
05/06/2022,159,23.2
06/06/2022,158,24.6
07/06/2022,158,24.5
08/06/2022,158,24.4
09/06/2022,158,24.4
10/06/2022,155,24.2
11/06/2022,150,24
12/06/2022,146,24
13/06/2022,140,24
14/06/2022,141,24
15/06/2022,141,24
16/06/2022,143,24
17/06/2022,148,24
18/06/2022,150,24
19/06/2022,156,24
20/06/2022,167,24
21/06/2022,174,24.5
22/06/2022,174,24.5
23/06/2022,170,25
24/06/2022,164,24.7
25/06/2022,159,24.7
26/06/2022,153,24.8
27/06/2022,142,25.2
28/06/2022,133,25.5
29/06/2022,124,25.7
30/06/2022,120,25.7
01/07/2022,114,26
02/07/2022,108,26.6
03/07/2022,103,27
04/07/2022,98,27.5
05/07/2022,92,27.5
06/07/2022,89,27.5
07/07/2022,86,27.5
08/07/2022,86,27
09/07/2022,90,27
10/07/2022,91,26.5
11/07/2022,90,27
12/07/2022,88,26
13/07/2022,92,26
14/07/2022,92,26
15/07/2022,90,26
16/07/2022,87,26.2
17/07/2022,85,26.5
18/07/2022,78,26.5
19/07/2022,79,26.5
20/07/2022,80,26.5
21/07/2022,80,26.5
22/07/2022,78,26.5
23/07/2022,75,26.5
24/07/2022,76,26.5
25/07/2022,74,26.5
26/07/2022,71,26.5
27/07/2022,71,27
28/07/2022,68,27
29/07/2022,60,27.5
30/07/2022,57,27.5
31/07/2022,57,28
01/08/2022,52,28
02/08/2022,45,28
03/08/2022,42,28
04/08/2022,38,28
05/08/2022,37,28
06/08/2022,36,28
07/08/2022,34,28
08/08/2022,31,28
09/08/2022,33,28
10/08/2022,33,28
11/08/2022,35,28
12/08/2022,38,28
13/08/2022,36,27
14/08/2022,37,27
15/08/2022,37,25.5
16/08/2022,37,25.5
17/08/2022,37,26
18/08/2022,36,26
19/08/2022,34,26
20/08/2022,34,26
21/08/2022,34,26.5
22/08/2022,34,26.5
23/08/2022,34,26.5
24/08/2022,33,26.5
25/08/2022,36,26.5
26/08/2022,41,26.3
27/08/2022,40,26.3
28/08/2022,39,26.1
29/08/2022,39,26.2
30/08/2022,39,26.5
31/08/2022,39,26.5
01/09/2022,40,26.5
02/09/2022,44,26
03/09/2022,52,25.8
04/09/2022,58,25.5
05/09/2022,57,24.5
06/09/2022,57,24
07/09/2022,57,23.5
08/09/2022,58,23.5
09/09/2022,57,23
10/09/2022,59,23
11/09/2022,66,23
12/09/2022,66,23
13/09/2022,62,23
14/09/2022,59,23
15/09/2022,57,23
16/09/2022,54,23
17/09/2022,50,23
18/09/2022,50,23
19/09/2022,42,22.1
20/09/2022,40,21.7
21/09/2022,37,21
22/09/2022,35,20
23/09/2022,36,20
24/09/2022,39,19
25/09/2022,41,19
26/09/2022,49,18.5
27/09/2022,64,18.5
28/09/2022,75,18.5
29/09/2022,87,18.5
30/09/2022,102,19
01/10/2022,114,19
02/10/2022,128,19.5
03/10/2022,135,19.5
04/10/2022,138,19.5
05/10/2022,138,19.4
06/10/2022,136,18.8
07/10/2022,129,18.5
08/10/2022,125,18
09/10/2022,129,17.8
10/10/2022,131,17.4
11/10/2022,139,17.1
12/10/2022,148,17.1
13/10/2022,158,17.1
14/10/2022,168,17.1
15/10/2022,176,16.6
16/10/2022,179,16.3
17/10/2022,179,16
18/10/2022,171,16
19/10/2022,167,15.5
20/10/2022,154,15.5
21/10/2022,136,15
22/10/2022,130,15
23/10/2022,119,15
24/10/2022,108,14.8
25/10/2022,100,14.7
26/10/2022,93,14.9
27/10/2022,86,15
28/10/2022,82,15
29/10/2022,79,15
30/10/2022,74,15
31/10/2022,67,15.3
01/11/2022,61,15.1
02/11/2022,61,15.1
03/11/2022,56,15.3
04/11/2022,54,15.1
05/11/2022,59,15
06/11/2022,68,15
07/11/2022,72,15
08/11/2022,72,14.5
09/11/2022,69,14.5
10/11/2022,69,14
11/11/2022,66,14
12/11/2022,65,14
13/11/2022,65,14
14/11/2022,60,13.2
15/11/2022,57,13
16/11/2022,59,13
17/11/2022,59,13
18/11/2022,59,12.7
19/11/2022,65,12.5
20/11/2022,69,12.5
21/11/2022,74,11.9
22/11/2022,73,11.6
23/11/2022,71,11.7
24/11/2022,76,11.8
25/11/2022,71,11.7
26/11/2022,67,11.2
27/11/2022,76,10.8
28/11/2022,98,10
29/11/2022,124,10
30/11/2022,154,9
01/12/2022,174,8.5
02/12/2022,194,8
03/12/2022,209,8
04/12/2022,219,7.5
05/12/2022,225,7.5
06/12/2022,222,7.3
07/12/2022,214,7.3
08/12/2022,201,7
09/12/2022,191,7
10/12/2022,184,7
11/12/2022,175,7
12/12/2022,166,7.7
13/12/2022,156,7.6
14/12/2022,148,7.4
15/12/2022,152,6.9
16/12/2022,159,6.8
17/12/2022,169,6.6
18/12/2022,175,6.3
19/12/2022,183,6
20/12/2022,197,5
21/12/2022,214,5
22/12/2022,234,5
23/12/2022,252,4.5
24/12/2022,266,4.5
25/12/2022,274,4.5
26/12/2022,276,4.5
27/12/2022,280,4.5
28/12/2022,278,4.5
29/12/2022,277,4.5
30/12/2022,274,5
31/12/2022,270,5
01/01/2023,267,5
02/01/2023,268,5.1
03/01/2023,269,5.4
04/01/2023,266,5.5
05/01/2023,263,5.4
06/01/2023,256,5.4
07/01/2023,250,5.4
08/01/2023,249,5.4
09/01/2023,250,5
10/01/2023,250,5.5
11/01/2023,247,6
12/01/2023,234,5.5
13/01/2023,225,5.5
14/01/2023,214,5.5
15/01/2023,207,5.5
16/01/2023,208,5.2
17/01/2023,217,5.2
18/01/2023,225,5.3
19/01/2023,229,5.8
20/01/2023,231,6
21/01/2023,230,6
22/01/2023,230,6.5
23/01/2023,238,7.2
24/01/2023,252,6.7
25/01/2023,274,6.3
26/01/2023,296,5.9
27/01/2023,314,5.4
28/01/2023,328,5
29/01/2023,339,4.5
30/01/2023,343,4.5
31/01/2023,348,4.5
01/02/2023,351,4.5
02/02/2023,354,4.5
03/02/2023,356,4.5
04/02/2023,356,4.5
05/02/2023,352,4.5
06/02/2023,348,4.5
07/02/2023,344,4
08/02/2023,340,3.8
09/02/2023,336,3.5
10/02/2023,333,3.3
11/02/2023,324,3.3
12/02/2023,318,3.3
13/02/2023,311,3.3
14/02/2023,307,3.4
15/02/2023,297,3.3
16/02/2023,290,3.5
17/02/2023,282,3.7
18/02/2023,271,3.8
19/02/2023,258,4
20/02/2023,242,4
21/02/2023,229,4.5
22/02/2023,214,4.5
23/02/2023,203,5
24/02/2023,201,5
25/02/2023,198,5.5
26/02/2023,193,6
27/02/2023,194,6
28/02/2023,205,6
01/03/2023,224,6
02/03/2023,240,6
03/03/2023,255,6
04/03/2023,269,6
05/03/2023,282,6.2
06/03/2023,293,6.3
07/03/2023,303,6.5
08/03/2023,309,6.7
09/03/2023,312,7
10/03/2023,314,7
11/03/2023,318,7
12/03/2023,318,7
13/03/2023,319,8
14/03/2023,322,8
15/03/2023,324,8
16/03/2023,323,8
17/03/2023,318,8
18/03/2023,322,8
19/03/2023,324,8
20/03/2023,325,8
21/03/2023,326,8
22/03/2023,327,8
23/03/2023,326,8.2
24/03/2023,327,8.3
25/03/2023,328,8.5
26/03/2023,327,8.5
27/03/2023,321,9
28/03/2023,319,9
29/03/2023,306,9.2
30/03/2023,297,9.2
31/03/2023,288,9.3
01/04/2023,274,9
02/04/2023,267,9.3
03/04/2023,256,9.5
04/04/2023,244,10
05/04/2023,243,9.5
06/04/2023,243,9.5
07/04/2023,256,9.5
08/04/2023,268,9.5
09/04/2023,281,10
10/04/2023,296,10
11/04/2023,308,10.2
12/04/2023,323,10.2
13/04/2023,329,10.2
14/04/2023,336,10.5
15/04/2023,346,11
16/04/2023,348,11
17/04/2023,353,11.4
18/04/2023,344,11.4
19/04/2023,336,11.5
20/04/2023,332,11.4
21/04/2023,327,11.3
22/04/2023,326,11.2
23/04/2023,327,11.5
24/04/2023,329,12
25/04/2023,334,12.5
26/04/2023,339,12.5
27/04/2023,339,13
28/04/2023,342,13
29/04/2023,346,13
30/04/2023,349,13
01/05/2023,350,13.5
02/05/2023,350,13.7
03/05/2023,350,13.7
04/05/2023,352,14
05/05/2023,352,14
06/05/2023,348,14.3
07/05/2023,347,14.5
08/05/2023,343,15
09/05/2023,338,15
10/05/2023,331,14.5
11/05/2023,323,14.6
12/05/2023,317,14.9
13/05/2023,314,15
14/05/2023,309,15.3
15/05/2023,304,15.5
16/05/2023,299,15.5
17/05/2023,293,16
18/05/2023,293,16
19/05/2023,300,16.5
20/05/2023,304,16.5
21/05/2023,311,16.5
22/05/2023,319,17
23/05/2023,328,17
24/05/2023,334,17
25/05/2023,340,17.3
26/05/2023,345,17.7
27/05/2023,352,18
28/05/2023,359,18
29/05/2023,367,18.5
30/05/2023,374,18.5
31/05/2023,379,19
01/06/2023,386,19
02/06/2023,392,19
03/06/2023,398,19
04/06/2023,400,19.4
05/06/2023,403,19.5
06/06/2023,404,19.5
07/06/2023,406,19.5
08/06/2023,407,20
09/06/2023,407,20
10/06/2023,406,20
11/06/2023,405,20.5
12/06/2023,399,20.5
13/06/2023,391,20.5
14/06/2023,382,20.7
15/06/2023,371,21
16/06/2023,362,21
17/06/2023,357,21.3
18/06/2023,356,21.5
19/06/2023,357,22
20/06/2023,365,22
21/06/2023,373,22
22/06/2023,384,22
23/06/2023,391,22.5
24/06/2023,398,22.5
25/06/2023,400,22.5
26/06/2023,402,23
27/06/2023,399,23
28/06/2023,392,23
29/06/2023,382,23
30/06/2023,367,23
01/07/2023,351,23
02/07/2023,334,23
03/07/2023,315,23.5
04/07/2023,297,23.5
05/07/2023,280,23.7
06/07/2023,266,24
07/07/2023,253,24.3
08/07/2023,239,25
09/07/2023,225,24.5
10/07/2023,217,24.3
11/07/2023,207,24.3
12/07/2023,197,24.7
13/07/2023,192,25.2
14/07/2023,183,25.9
15/07/2023,177,26
16/07/2023,171,26.4
17/07/2023,169,26.5
18/07/2023,162,27
19/07/2023,153,27.5
20/07/2023,150,27.5
21/07/2023,143,27.5
22/07/2023,138,28
23/07/2023,131,28
24/07/2023,126,28
25/07/2023,123,28
26/07/2023,126,28
27/07/2023,128,28.2
28/07/2023,122,28
29/07/2023,118,27.5
30/07/2023,117,27.5
31/07/2023,115,27.2
01/08/2023,115,27
02/08/2023,114,27
03/08/2023,116,27
04/08/2023,118,26.8
05/08/2023,120,27.3
06/08/2023,125,27.6
07/08/2023,129,27.5
08/08/2023,128,27.5
09/08/2023,134,26.5
10/08/2023,134,26
11/08/2023,133,25.5
12/08/2023,133,25.5
13/08/2023,140,25
14/08/2023,154,25
15/08/2023,169,25.3
16/08/2023,184,25
17/08/2023,195,25
18/08/2023,195,25
19/08/2023,212,25
20/08/2023,221,25.5
21/08/2023,230,25.8
22/08/2023,233,25.7
23/08/2023,231,25.7
24/08/2023,225,26
25/08/2023,217,26.2
26/08/2023,209,26.3
27/08/2023,200,26.4
28/08/2023,187,26.5
29/08/2023,174,26.5
30/08/2023,164,26.5
31/08/2023,156,26.5
01/09/2023,144,26
02/09/2023,132,26
03/09/2023,126,25.5
04/09/2023,118,25.6
05/09/2023,114,24.9
06/09/2023,114,24.2
07/09/2023,112,23.9
08/09/2023,116,23.5
09/09/2023,128,23.2
10/09/2023,142,23.1
11/09/2023,158,23
12/09/2023,165,23
13/09/2023,170,23
14/09/2023,170,23.3
15/09/2023,165,23.4
16/09/2023,155,23.5
17/09/2023,150,23.5
18/09/2023,141,23.5
19/09/2023,132,23.5
20/09/2023,124,23.5
21/09/2023,112,23.5
22/09/2023,104,23
23/09/2023,98,23
24/09/2023,90,23
25/09/2023,81,23
26/09/2023,81,22.8
27/09/2023,82,22.5
28/09/2023,83,22.2
29/09/2023,82,22
30/09/2023,80,22
01/10/2023,78,21.5
02/10/2023,67,20.9
03/10/2023,70,20.5
04/10/2023,75,20.2
05/10/2023,70,20.3
06/10/2023,73,20.4
07/10/2023,73,20.5
08/10/2023,74,20.3
09/10/2023,74,19.5
10/10/2023,70,19.5
11/10/2023,67,19
12/10/2023,64,18.5
13/10/2023,58,18
14/10/2023,53,18
15/10/2023,53,18
16/10/2023,43,18
17/10/2023,36,17.5
18/10/2023,37,17
19/10/2023,37,17
20/10/2023,39,17
21/10/2023,36,17
22/10/2023,34,17
23/10/2023,35,17
24/10/2023,36,17.1
25/10/2023,40,17.4
26/10/2023,41,17.4
27/10/2023,38,17.5
28/10/2023,36,17.5
29/10/2023,33,17.5
30/10/2023,37,17.5
31/10/2023,44,17.5
01/11/2023,50,17.5
02/11/2023,51,17.5
03/11/2023,60,17.5
04/11/2023,74,17
05/11/2023,87,17
06/11/2023,97,16.5
07/11/2023,107,16.5
08/11/2023,120,16
09/11/2023,130,15.8
10/11/2023,135,15.5
11/11/2023,154,15.5
12/11/2023,164,15
13/11/2023,168,14.4
14/11/2023,183,14.5
15/11/2023,193,14
16/11/2023,205,13.5
17/11/2023,210,13.5
18/11/2023,223,13.2
19/11/2023,236,12.5
20/11/2023,240,11.5
21/11/2023,238,11
22/11/2023,236,11
23/11/2023,236,11
24/11/2023,240,10.5
25/11/2023,246,10.5
26/11/2023,256,10
27/11/2023,259,9.5
28/11/2023,274,9
29/11/2023,296,9
30/11/2023,300,8.8
01/12/2023,307,8.6
02/12/2023,311,8.5
03/12/2023,313,8.5
04/12/2023,314,8.5
05/12/2023,316,8.5
06/12/2023,317,8.2
07/12/2023,318,7.9
08/12/2023,319,7.5
09/12/2023,317,7.1
10/12/2023,319,6.8
11/12/2023,319,6.5
12/12/2023,320,6.5
13/12/2023,319,6.5
14/12/2023,322,6.5
15/12/2023,318,6.5
16/12/2023,314,6.5
17/12/2023,315,6.5
18/12/2023,318,6.5
19/12/2023,320,6.3
20/12/2023,328,6
21/12/2023,333,6
22/12/2023,338,5.7
23/12/2023,341,5.7
24/12/2023,342,5.7
25/12/2023,343,5.7
26/12/2023,346,5.7
27/12/2023,350,5.8
28/12/2023,352,5.9
29/12/2023,361,5.9
30/12/2023,363,5.9
31/12/2023,365,5.8
01/01/2024,363,6
02/01/2024,366,6
03/01/2024,366,6
04/01/2024,361,6
05/01/2024,358,6
06/01/2024,358,6
07/01/2024,361,6
08/01/2024,359,5.5
09/01/2024,361,5
10/01/2024,365,4.5
11/01/2024,367,4.5
12/01/2024,367,4.5
13/01/2024,369,4
14/01/2024,371,4
15/01/2024,368,4.5
16/01/2024,369,4.5
17/01/2024,366,4.5
18/01/2024,369,4.5
19/01/2024,370,4.5
20/01/2024,362,4.5
21/01/2024,364,4
22/01/2024,362,4
23/01/2024,360,3.5
24/01/2024,355,3.5
25/01/2024,349,3.5
26/01/2024,342,3.5
27/01/2024,333,3.5
28/01/2024,330,3.5
29/01/2024,325,3.5
30/01/2024,322,3.5
31/01/2024,319,3.5
01/02/2024,315,3.5
02/02/2024,312,3.5
03/02/2024,311,3.5
04/02/2024,311,3.5
05/02/2024,309,3.9
06/02/2024,306,4
07/02/2024,305,4
08/02/2024,305,4.5
09/02/2024,303,4.5
10/02/2024,298,5
11/02/2024,295,5
12/02/2024,291,5.5
13/02/2024,284,6
14/02/2024,270,6
15/02/2024,267,6
16/02/2024,271,6
17/02/2024,271,6
18/02/2024,266,6
19/02/2024,266,6
20/02/2024,273,6.2
21/02/2024,280,6.2
22/02/2024,288,6.3
23/02/2024,296,6.5
24/02/2024,300,7
25/02/2024,303,7
26/02/2024,306,7.6
27/02/2024,303,7.7
28/02/2024,299,8
29/02/2024,293,8
01/03/2024,288,8
02/03/2024,284,8.2
03/03/2024,280,8.4
04/03/2024,271,8.5
05/03/2024,266,8.5
06/03/2024,266,8.5
07/03/2024,265,8.5
08/03/2024,260,8.5
09/03/2024,263,8.5
10/03/2024,258,8.5
11/03/2024,254,8.5
12/03/2024,353,9
13/03/2024,249,9
14/03/2024,240,9
15/03/2024,237,9
16/03/2024,232,9.2
17/03/2024,230,9.3
18/03/2024,228,9.5
19/03/2024,227,9.8
20/03/2024,226,9.9
21/03/2024,227,9.7
22/03/2024,233,9.6
23/03/2024,241,9.7
24/03/2024,250,9.9
25/03/2024,260,10
26/03/2024,266,10
27/03/2024,261,10.5
28/03/2024,258,10.5
29/03/2024,256,11
30/03/2024,248,11
31/03/2024,246,12
01/04/2024,242,12
02/04/2024,237,12
03/04/2024,232,12.5
04/04/2024,232,12.5
05/04/2024,229,13
06/04/2024,227,13
07/04/2024,227,13.5
08/04/2024,227,14
09/04/2024,227,14
10/04/2024,231,14.5
11/04/2024,231,14.5
12/04/2024,233,15
13/04/2024,236,15
14/04/2024,241,15.5
15/04/2024,236,16
16/04/2024,233,16
17/04/2024,223,16.5
18/04/2024,217,16.5
19/04/2024,215,17
20/04/2024,210,17
21/04/2024,210,16.5
22/04/2024,210,16.5
23/04/2024,210,16.5
24/04/2024,206,16
25/04/2024,207,16
26/04/2024,207,16
27/04/2024,208,16
28/04/2024,211,16
29/04/2024,212,16
30/04/2024,216,16
01/05/2024,217,16
02/05/2024,217,16.3
03/05/2024,216,16.3
04/05/2024,213,16.3
05/05/2024,214,16.4
06/05/2024,210,16.5
07/05/2024,212,16.5
08/05/2024,205,16.5
09/05/2024,200,17
10/05/2024,188,17
